url,method,file,line_start,line_end
https://www.dsw.com/api/v1/coupons/claim,POST,h0.js,2001,4000
https://www.dsw.com/api/v1/cart/details,GET,h0.js,2001,4000
https://cdn.joinhoney.com/dummy-store/api/,GET,h0.js,2001,4000
https://www.expedia.com/Checkout/applyCoupon,POST,h0.js,2001,4000
https://www.expedia.com/Checkout/removeCoupon,POST,h0.js,2001,4000
https://www.fitflop.com/us/en/cart/coupon,POST,h0.js,2001,4000
https://www.fitflop.com/us/en/cart/coupon,DELETE,h0.js,2001,4000
https://www.forever21.com/on/demandware.store/Sites-forever21-Site/en_US/Cart-AddCoupon,POST,h0.js,2001,4000
https://www.forever21.com/on/demandware.store/Sites-forever21-Site/en_US/Cart-RemoveCouponLineItem,GET,h0.js,2001,4000
https://secure-www.gap.com/shopping-bag-xapi/apply-bag-promo/,POST,h0.js,2001,4000
https://www2.hm.com/en_ca/checkout/redeemVoucher,POST,h0.js,2001,4000
https://www2.hm.com/en_ca/checkout/releaseVoucher,GET,h0.js,2001,4000
https://www.hammacher.com/shoppingcart/applypromocode,POST,h0.js,2001,4000
https://www.homedepot.com/mcc-checkout/v2/promo/add,POST,h0.js,2001,4000
https://www.homedepot.com/mcc-checkout/v2/promo/delete/,POST,h0.js,2001,4000
https://order-api.jcpenney.com/order-api/v1/accounts/{ACCOUNT_ID}/draft-order/adjustment/discounts,POST,h0.js,2001,4000
https://order-api.jcpenney.com/order-api/v1/accounts/{ACCOUNT_ID}/draft-order,GET,h0.js,2001,4000
https://order-api.jcpenney.com/order-api/v1/accounts/{ACCOUNT_ID}/draft-order/adjustment/discounts/{ADJUSTMENT_ID},DELETE,h0.js,2001,4000
https://www.jcrew.com/checkout-api/graphql,POST,h0.js,2001,4000
https://www.kohls.com/cnc/applyCoupons,POST,h0.js,2001,4000
https://www.loft.com/cws/cart/claimCoupon.jsp,POST,h0.js,2001,4000
https://www.loft.com/cws/cart/removeCoupon.jsp,POST,h0.js,2001,4000
https://www.macys.com/my-bag/{BAGGUID}/promo,PUT,h0.js,2001,4000
https://www.officedepot.com/async/cart/getCartInfo.do,GET,h0.js,2001,4000
https://www.officedepot.com/async/cart/addCoupon.do,POST,h0.js,2001,4000
https://www.officedepot.com/async/cart/removeCoupon.do,POST,h0.js,2001,4000
https://secure-oldnavy.gap.com/shopping-bag-xapi/apply-bag-promo/,POST,h0.js,2001,4000
https://www.orbitz.com/Checkout/applyCoupon,POST,h0.js,2001,4000
https://www.orbitz.com/Checkout/removeCoupon,POST,h0.js,2001,4000
https://www.papajohns.com/order/validate-promo,GET,h0.js,2001,4000
https://www.papajohns.com/order/apply-promo/,GET,h0.js,2001,4000
https://www.papajohns.com/order/view-cart,GET,h0.js,2001,4000
https://www.prettylittlething.fr/pltmobile/coupon/couponPost/,POST,h0.js,2001,4000
https://checkout.prettylittlething.fr/checkout-api/coupon/set,POST,h0.js,2001,4000
https://checkout.prettylittlething.fr/checkout-api/coupon,POST,h0.js,2001,4000
https://www.prettylittlething.com/pltmobile/coupon/couponPost/,POST,h0.js,2001,4000
https://checkout.prettylittlething.com/checkout-api/coupon/set,POST,h0.js,2001,4000
https://checkout.prettylittlething.com/checkout-api/coupon,POST,h0.js,2001,4000
https://www.puritan.com/shoppingcart/applyCoupon,POST,h0.js,2001,4000
https://www.saksfifthavenue.com/cart-coupon-add,GET,h0.js,2001,4000
https://www.sephora.com/api/shopping-cart/basket/promotions,POST,h0.js,2001,4000
https://www.sephora.com/api/shopping-cart/baskets/current/promotions,DELETE,h0.js,2001,4000
https://{shopify_domain}/wallets/unstable/checkouts/{checkout_token}.json,PATCH,h0.js,2001,4000
https://www.shutterstock.com/papi/orders/{orderId},PATCH,h0.js,2001,4000
https://www.shutterstock.com/papi/orders/{orderId},GET,h0.js,2001,4000
https://www.staples.com/cc/api/checkout/default/coupon,POST,h0.js,4001,6000
https://tjmaxx.tjx.com/store/checkout/cart.jsp,POST,h0.js,4001,6000
https://www.vitacost.com/Checkout/ShoppingCart.aspx,POST,h0.js,4001,6000
https://www.wish.com/api/promo-code/apply,POST,h0.js,4001,6000
https://www.worldmarket.com/on/demandware.store/Sites-World_Market-Site/en_US/Cart-ApplyCoupon,GET,h0.js,4001,6000
https://www.worldmarket.com/on/demandware.store/Sites-World_Market-Site/en_US/Cart-RemoveCouponLineItem,GET,h0.js,4001,6000
https://v.joinhoney.com/recipe/stores/{E},GET,h0.js,4001,6000
https://cdn.honey.io/experiments/extension-experiment.json,GET,h0.js,20001,22000
https://history.paypal.com/targeting/set-plugin?src=honey,GET,h0.js,20001,22000
https://cdn.honey.io/images/findsavings/coiny-dash-config.json,GET,h0.js,22001,24000
