url,method,purpose,file,line_start,line_end
"https://properties.qagr.io","GET/POST","Experimentation properties","src/js/Grammarly-bg.js","4001","6000"
"https://treatment.qagr.io","POST","A/B testing treatment retrieval","src/js/Grammarly-bg.js","4001","6000"
"https://gates.qagr.io","POST","Feature gate retrieval","src/js/Grammarly-bg.js","4001","6000"
"https://assets.extension.grammarly.com/","","","src/js/Grammarly-bg.js","40001","42000"
"https://data.grammarly.com","","","src/js/Grammarly-bg.js","40001","42000"
"https://auth.grammarly.com/v3","","","src/js/Grammarly-bg.js","40001","42000"
"https://auth.grammarly.com/v4","","","src/js/Grammarly-bg.js","40001","42000"
"https://auth.grammarly.com/v5","","","src/js/Grammarly-bg.js","40001","42000"
"https://capi.grammarly.com","","","src/js/Grammarly-bg.js","40001","42000"
"https://gateway.grammarly.com","","","src/js/Grammarly-bg.js","40001","42000"
"https://coda.grammarly.com","","","src/js/Grammarly-bg.js","40001","42000"
"wss://capi.grammarly.com/freews","","","src/js/Grammarly-bg.js","40001","42000"
"https://f-log-extension.grammarly.io","","","src/js/Grammarly-bg.js","40001","42000"
"https://extension.femetrics.grammarly.io/batch/import","","","src/js/Grammarly-bg.js","40001","42000"
"https://api.iterable.com","","","src/js/Grammarly-bg.js","40001","42000"
"https://www.grammarly.com/","","src/js/Grammarly-bg.js","2001","4000"
"https://dox.grammarly.com/","","src/js/Grammarly-bg.js","2001","4000"
"https://data.grammarly.com/","","src/js/Grammarly-bg.js","2001","4000"
"https://api.grammarly.com/","","src/js/Grammarly-bg.js","2001","4000"
"https://capi.grammarly.com/","","src/js/Grammarly-bg.js","2001","4000"
"https://settings.grammarly.com/","","src/js/Grammarly-bg.js","2001","4000"
"https://extension.grammarly.com/","","src/js/Grammarly-bg.js","2001","4000"
"https://assets.grammarly.com/","","src/js/Grammarly-bg.js","2001","4000"
"https://ws.grammarly.com/","","src/js/Grammarly-bg.js","2001","4000"
"https://f-log-extension.grammarly.io/","","src/js/Grammarly-bg.js","2001","4000"
"https://f-log-extension.grammarly.com/","","src/js/Grammarly-bg.js","2001","4000"
"https://f-log-editor.grammarly.com/","","src/js/Grammarly-bg.js","2001","4000"
"https://f-log-mobile.grammarly.com/","","src/js/Grammarly-bg.js","2001","4000"
"https://f-log-windows.grammarly.com/","","src/js/Grammarly-bg.js","2001","4000"
"https://f-log-office.grammarly.com/","","src/js/Grammarly-bg.js","2001","4000"
"https://f-log-keyboards.grammarly.com/","","src/js/Grammarly-bg.js","2001","4000"
"https://f-log-gdocs.grammarly.com/","","src/js/Grammarly-bg.js","2001","4000"
"https://f-log-all.grammarly.com/","","src/js/Grammarly-bg.js","2001","4000"
"https://f-log-desktop.grammarly.com/","","src/js/Grammarly-bg.js","2001","4000"
"https://f-log-web.grammarly.com/","","src/js/Grammarly-bg.js","2001","4000"
"https://f-log-ipad.grammarly.com/","","src/js/Grammarly-bg.js","2001","4000"
"https://f-log-android.grammarly.com/","","src/js/Grammarly-bg.js","2001","4000"
