url,method,file,line_start,line_end

https://capi<env>/api/configuration/cheetah/v1/settings,GET|POST,src/js/Grammarly-bg.js,50001,52000
https://goldengate<env>/configuration/cheetah/v1/institution/settings,GET|POST,src/js/Grammarly-bg.js,50001,52000
https://gateway.grammarly.com/authorship/v1/,POST,src/js/Grammarly-bg.js,50001,52000
https://f-log-inkwell.grammarly.io/batch/log,POST,src/js/Grammarly-bg.js,54001,56000
https://goldengate<env>/knowledge-hub/v1/institution,GET|POST|PATCH|DELETE,src/js/Grammarly-bg.js,56001,58000
https://goldengate<env>/settings-registry/v1,GET|POST|PUT|PATCH|DELETE,src/js/Grammarly-bg.js,56001,58000
https://superhuman.com,GET,src/js/Grammarly-bg.js,60001,62000
https://pp-sh.io,GET,src/js/Grammarly-bg.js,60001,62000
https://staging-superhuman.com,GET,src/js/Grammarly-bg.js,60001,62000
https://coda.io,GET,src/js/Grammarly-bg.js,62001,64000
https://staging.coda.io,GET,src/js/Grammarly-bg.js,62001,64000
https://head.coda.io,GET,src/js/Grammarly-bg.js,62001,64000
https://dev.coda.io:8080,GET,src/js/Grammarly-bg.js,62001,64000
https://coda.grammarly.com,GET,src/js/Grammarly-bg.js,62001,64000
https://coda.ppgr.io,GET,src/js/Grammarly-bg.js,62001,64000
https://coda.qagr.io,GET,src/js/Grammarly-bg.js,62001,64000
https://coda-local.ppgr.io:8080,GET,src/js/Grammarly-bg.js,62001,64000
https://data.${n},unknown,src/js/Grammarly-check.js,2001,4000
https://auth.${n}/v3,unknown,src/js/Grammarly-check.js,2001,4000
https://auth.${n}/v4,unknown,src/js/Grammarly-check.js,2001,4000
https://auth.${n}/v5,unknown,src/js/Grammarly-check.js,2001,4000
https://capi.${n}/api/configuration/cheetah/v1/settings,unknown,src/js/Grammarly-check.js,2001,4000
https://gateway.${n}/skills,unknown,src/js/Grammarly-check.js,2001,4000
https://capi.${n},unknown,src/js/Grammarly-check.js,2001,4000
https://coda.${n},unknown,src/js/Grammarly-check.js,2001,4000
wss://capi.${n}/freews,unknown,src/js/Grammarly-check.js,2001,4000
wss://capi.${n}/gdocs,unknown,src/js/Grammarly-check.js,2001,4000
https://dox.${n}/documents,unknown,src/js/Grammarly-check.js,2001,4000
https://gateway.${n}/passport/api/v1/passport,unknown,src/js/Grammarly-check.js,2001,4000
https://gateway.${n}/snippets/v1/snippets,unknown,src/js/Grammarly-check.js,2001,4000
https://gateway.${n}/knowledge-hub/v1/institution,unknown,src/js/Grammarly-check.js,2001,4000
https://gateway.${n}/settings-registry/v1,unknown,src/js/Grammarly-check.js,2001,4000
https://gateway.${n}/institution/api/institution/admin,unknown,src/js/Grammarly-check.js,2001,4000
https://subscription.${n}/api/v1,unknown,src/js/Grammarly-check.js,2001,4000
https://support.${n}/hc/en-us/requests/new#/,unknown,src/js/Grammarly-check.js,2001,4000
https://in-product.report.grammarly.io/v1/report,unknown,src/js/Grammarly-check.js,2001,4000
https://superhuman.com/superhuman-go-intro,unknown,src/js/Grammarly-check.js,2001,4000
https://superhuman.com/superhuman-go-intro?genesisLaunch=true,unknown,src/js/Grammarly-check.js,2001,4000
https://accounts.google.com,unknown,src/js/Grammarly-check.js,2001,4000
https://www.facebook.com/login,unknown,src/js/Grammarly-check.js,2001,4000
https://appleid.apple.com/auth,unknown,src/js/Grammarly-check.js,2001,4000
https://auth.grammarly.com/v4/api/oauth2/token,POST,src/js/Grammarly-check.js,12001,14000
https://auth.grammarly.com/v4/api/userinfo,POST,src/js/Grammarly-check.js,12001,14000
https://auth.grammarly.com/v4/api/oauth2/authorize,GET,src/js/Grammarly-gDocs.js,102001,104000
https://auth.grammarly.com/v4/api/oauth2/token,POST,src/js/Grammarly-gDocs.js,102001,104000
https://auth.grammarly.com/v4/api/oauth2/exchange,POST,src/js/Grammarly-gDocs.js,102001,104000
https://auth.grammarly.com/v4/api/revoke-by-refresh-token,POST,src/js/Grammarly-gDocs.js,102001,104000
https://auth.grammarly.com/v4/api/userinfo,POST,src/js/Grammarly-gDocs.js,102001,104000
